,prices,market_caps,total_volumes,dates
322,150.39116276572497,15568477359.93989,2804845847.3432374,2018-11-20 00:00:00.000
323,131.476679735108,13480873430.564436,3210253186.2157793,2018-11-21 00:00:00.000
324,137.1730431934016,14199281074.8261,2864570364.233047,2018-11-22 00:00:00.000
325,126.06638760845392,13145643371.545767,1749233437.3121877,2018-11-23 00:00:00.000
326,124.15029635415753,12835445196.81356,1739142608.9564946,2018-11-24 00:00:00.000
327,114.28793125942474,11817983686.122585,1678866535.7412324,2018-11-25 00:00:00.000
328,117.52527750634898,12164898237.895905,2438195895.932367,2018-11-26 00:00:00.000
329,109.43098854688948,11351812370.701126,1897018311.0723217,2018-11-27 00:00:00.000
330,110.43494358866081,11441393467.752829,1997220602.5212777,2018-11-28 00:00:00.000
331,122.44642499081692,12659773332.697258,2140930653.1883004,2018-11-29 00:00:00.000
