,prices,market_caps,total_volumes,dates
0,15321.9328517642,257079617264.841,4130217904.20997,2018-01-02 00:00:00.000
1,15583.8855377593,261505188675.85794,3310355625.1255913,2018-01-03 00:00:00.000
2,15976.365194174,268124738814.99704,4217387187.5256386,2018-01-04 00:00:00.000
3,18336.9229801691,307774011688.3515,6275687595.940333,2018-01-05 00:00:00.000
4,18343.6624934071,307926110569.5282,4240919830.5153003,2018-01-06 00:00:00.000
5,17039.8739138488,286074127681.1376,3044989246.796485,2018-01-07 00:00:00.000
6,15900.3650216006,266976271422.5615,5752981089.536744,2018-01-08 00:00:00.000
7,15604.7234082405,262044268423.30463,4214092201.8070655,2018-01-09 00:00:00.000
8,15509.2701268168,260474112841.84482,4969472882.941215,2018-01-10 00:00:00.000
9,14050.5696063543,236008991341.7291,5833888113.053883,2018-01-11 00:00:00.000
10,14759.294629915,247945818276.33105,4021952802.5976954,2018-01-12 00:00:00.000
11,15193.3148979847,255265724750.92688,3134247725.132476,2018-01-13 00:00:00.000
12,14476.5889713691,243252295974.26068,3336056550.553205,2018-01-14 00:00:00.000
13,14411.9977069182,242193794408.73285,3222958351.447812,2018-01-15 00:00:00.000
14,11723.9135206658,197043955228.79236,9677283153.059654,2018-01-16 00:00:00.000
15,11415.3928442768,191882616843.4473,10225958520.621689,2018-01-17 00:00:00.000
16,11569.4249920858,194496634731.3023,6558304864.2233305,2018-01-18 00:00:00.000
17,11758.4693327652,197698672432.58115,4208563477.4581575,2018-01-19 00:00:00.000
18,13260.2711872786,222978421656.46298,4520485016.427376,2018-01-20 00:00:00.000
19,11703.5048628599,196828374433.09152,4319501969.014785,2018-01-21 00:00:00.000
20,10991.5950130802,184878210439.39847,5012581424.290013,2018-01-22 00:00:00.000
21,10894.0009053405,183260375707.76193,4779406610.509539,2018-01-23 00:00:00.000
22,11277.1159704489,189730563330.71286,3582338295.944433,2018-01-24 00:00:00.000
23,11225.2544568853,188880475665.0269,3204496193.302373,2018-01-25 00:00:00.000
24,11044.9072365744,185867144988.1318,4616389063.310399,2018-01-26 00:00:00.000
25,11456.2135062799,192805209257.31415,2894314081.3753986,2018-01-27 00:00:00.000
26,11665.6969300847,196359635508.99493,2682886340.599035,2018-01-28 00:00:00.000
27,11157.6638878978,187828526722.43542,2345235501.178288,2018-01-29 00:00:00.000
28,11095.2106891266,186776632503.01822,2321424679.531806,2018-01-30 00:05:18.718
29,9989.68977659669,168188285150.7701,3804947187.2286944,2018-01-31 00:00:00.000
30,10114.495086226,170304196700.15707,3225562144.838607,2018-02-01 00:00:00.000
31,9070.55544937356,152744180864.1639,4769515274.345698,2018-02-02 00:00:00.000
32,8830.16351005472,148715185541.37634,6813550017.173829,2018-02-03 00:00:00.000
33,8994.91486607664,151507305722.97018,3422042094.7330213,2018-02-04 00:00:00.000
34,8315.51749143615,140081544557.2351,3337096341.0061126,2018-02-05 00:00:00.000
35,6852.05270051491,115444836533.44771,5313588642.981379,2018-02-06 00:00:00.000
36,7711.2203289411,129936854004.41661,9152685412.95559,2018-02-07 00:00:00.000
37,7611.61027778882,128271617562.32497,4862232217.401406,2018-02-08 00:05:28.226
38,8208.57208449673,138345016554.78464,3190753947.378832,2018-02-09 00:00:00.000
39,8650.71675042998,145812043727.55478,2960039948.907384,2018-02-10 00:00:00.000
40,8574.67763849023,144544944416.7482,3371677737.5319858,2018-02-11 00:00:00.000
41,8168.63777979963,137716289625.30893,2806997176.95887,2018-02-12 00:00:00.000
42,8911.3985742083,150256428069.51227,3069219870.565569,2018-02-13 00:00:00.000
43,8518.26907619091,143645913955.80325,2551515988.2160945,2018-02-14 00:00:00.000
44,9428.02560716167,159007423075.0244,3282094240.879327,2018-02-15 00:00:00.000
45,10112.5801434467,170569769073.98798,4332356645.963475,2018-02-16 00:00:00.000
46,10155.2770555258,171309236631.063,3141038601.332415,2018-02-17 00:00:00.000
47,11006.647685962,185692327611.28845,3699819140.1747103,2018-02-18 00:00:00.000
48,10523.429305801,177561296505.31497,4740378626.743881,2018-02-19 00:00:00.000
49,11103.0900361497,187364222442.60483,3486171704.866562,2018-02-20 00:00:00.000
50,11502.3770496396,194121879194.2264,4225354045.1790047,2018-02-21 00:00:00.000
51,9973.59211951887,168362084194.4766,4574800113.397884,2018-02-22 00:00:00.000
52,10032.863112314,169362253983.19455,4626064156.354444,2018-02-23 00:00:00.000
53,10301.883609336,173922837770.0662,4009462976.493817,2018-02-24 00:00:00.000
54,9742.62819006538,164497574061.05917,3465387501.6656966,2018-02-25 00:00:00.000
55,9699.51718151529,163790896885.65796,2743650277.5619,2018-02-26 00:00:00.000
56,10355.5781264856,174886939893.19846,3646748812.403751,2018-02-27 00:00:00.000
57,10709.3884310463,180884108725.43018,3398119467.1062694,2018-02-28 00:00:00.000
58,10346.664931035,174778709347.89926,3182259829.3149323,2018-03-01 00:00:00.000
59,10859.5521943893,183463718171.25656,2892166041.0523987,2018-03-02 00:00:00.000
60,11098.0758092511,187514886761.3877,3031487197.1333075,2018-03-03 00:00:00.000
61,11356.0416016724,191899353575.24014,3019436740.238814,2018-03-04 00:00:00.000
62,11286.6762891691,190747933122.93732,2580256309.470718,2018-03-05 00:00:00.000
63,11526.4209302906,194821583687.4345,2693945511.0085077,2018-03-06 00:00:00.000
64,10727.716249205,181342656441.09247,3618749298.786025,2018-03-07 00:00:00.000
65,9999.68248604677,169056252057.66943,4896773758.150409,2018-03-08 00:00:00.000
66,9420.85488958591,159289105130.23843,4028135943.9580393,2018-03-09 00:00:00.000
67,9276.33759031006,156862284242.87494,5476476288.950579,2018-03-10 00:00:00.000
68,8890.86580399612,150359761907.83084,3260891795.801318,2018-03-11 00:00:00.000
69,9512.45611286134,160888688653.47745,3876612721.9476624,2018-03-12 00:00:00.000
70,9232.70587979953,156177221215.63092,4019736166.690967,2018-03-13 00:00:00.000
71,9216.53097626842,155921695042.49033,3628990704.0064235,2018-03-14 00:00:00.000
72,8307.22338626638,140553335048.27603,4020163253.1929836,2018-03-15 00:00:00.000
73,8359.36528334063,141449655895.93512,4571407139.639841,2018-03-16 00:00:00.000
74,8520.00815917187,144184737078.2775,3070872383.1616874,2018-03-17 00:00:00.000
75,8063.4097921227,136472702736.85979,2591898944.228953,2018-03-18 00:00:00.000
76,8217.84219996114,139102798580.5772,4330642347.54297,2018-03-19 00:00:00.000
77,8640.52143024258,146274523240.43362,4276409099.7044716,2018-03-20 00:00:00.000
78,8926.82049620007,151135311240.4029,3554700592.279649,2018-03-21 00:00:00.000
79,8970.31790627893,151888445786.24927,3081152046.0236883,2018-03-22 00:00:00.000
80,8736.38576909829,147943048662.1316,2931676659.5938525,2018-03-23 00:00:00.000
81,8824.59283177853,149451318665.61404,2877067842.098429,2018-03-24 00:00:00.000
82,8621.15079225785,146022681302.7956,2444371384.2694945,2018-03-25 00:00:00.000
83,8478.63819558905,143623891714.18073,2066020545.3926063,2018-03-26 00:00:00.000
84,8186.19606281355,138684803358.9432,2972024162.97679,2018-03-27 00:00:00.000
85,7836.76304425289,132779843611.38556,2653185409.403986,2018-03-28 00:00:00.000
86,7930.77954092755,134386559681.90625,2033730316.7590542,2018-03-29 00:00:00.000
87,7126.89519256736,120777974799.76303,3680239216.3167896,2018-03-30 00:00:00.000
