,prices,market_caps,total_volumes,dates
1852,0.41400159754098326,21011973835.20259,942400534.0736151,2023-01-28 00:00:00.000
1853,0.4096758453041082,20794792977.810905,565735709.6176277,2023-01-29 00:00:00.000
1854,0.41497134328311086,21072151658.286156,630042252.5374581,2023-01-30 00:00:00.000
1855,0.39633370209239793,20091977273.881798,1441087625.9689953,2023-01-31 00:00:00.000
1856,0.4073667927328009,20688747113.486633,1197426392.9076283,2023-02-01 00:00:00.000
1857,0.4148527743836202,21064449265.238544,1250397867.2487998,2023-02-02 00:00:00.000
1858,0.4112098873232879,20884408869.328255,1151908009.9087086,2023-02-03 00:00:00.000
1859,0.41241065941316785,20950682121.522537,978829007.0556666,2023-02-04 00:00:00.000
1860,0.4121338298176891,20949793892.670692,648944348.9337069,2023-02-05 00:00:00.000
1861,0.39981674751665536,20322531847.385986,863028588.790369,2023-02-06 00:00:00.000
1862,0.39376562944671195,19987203910.588814,1057791123.2708575,2023-02-07 00:00:00.000
1863,0.4048849794610551,20578617233.8652,1161291193.3619506,2023-02-08 00:00:00.000
1864,0.3986931996846012,20272568564.15036,950354663.9422504,2023-02-09 00:00:00.000
1865,0.3832139446465286,19494029957.977486,1821185002.1664116,2023-02-10 00:00:00.000
1866,0.38355436616013233,19484210803.046715,1049701311.5898643,2023-02-11 00:00:00.000
1867,0.38527542834720957,19569331797.910236,511402933.88147306,2023-02-12 00:00:00.000
1868,0.376051100078587,19086935160.551865,560863913.2683896,2023-02-13 00:00:00.000
1869,0.37205462835350583,18900034646.09865,1370370835.3961487,2023-02-14 00:00:00.000
1870,0.38322795129922127,19466658327.996433,1276863097.1649044,2023-02-15 00:00:00.000
1871,0.401361856233086,20368679852.003353,1320600525.785714,2023-02-16 00:00:00.000
1872,0.3869228608316964,19624357378.802677,1437284191.6291525,2023-02-17 00:00:00.000
1873,0.3953120430532022,20087928758.71447,1212725512.0546696,2023-02-18 00:00:00.000
1874,0.39439296683864783,20036416117.84064,575785061.3648797,2023-02-19 00:00:00.000
1875,0.38560607248730994,19625731454.880474,863659775.2319903,2023-02-20 00:00:00.000
1876,0.39767472521830477,20205624242.572395,1741797303.3956501,2023-02-21 00:00:00.000
1877,0.3913842408172827,19872689610.039776,1404135578.9653506,2023-02-22 00:00:00.000
1878,0.39535865196447917,20196054648.297245,1391639960.457505,2023-02-23 00:00:00.000
1879,0.38957238012624557,19815369081.450718,1131967738.4073946,2023-02-24 00:00:00.000
1880,0.3790953257370455,19325068033.96813,1058056427.8744959,2023-02-25 00:00:00.000
